4,3,3,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,5
2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2
2,1,10,10,10,1,2,2,1,4,5,1,2,2,1,10,10,10,1,2
2,1,8,8,8,1,11,1,1,7,6,1,1,9,1,8,8,8,1,2
2,1,1,1,1,1,1,1,11,2,2,9,1,1,1,1,1,1,1,2
2,1,4,5,1,8,1,1,1,1,1,1,1,1,8,1,4,5,1,2
2,1,7,6,1,10,1,10,10,10,10,10,10,1,10,1,7,6,1,2
2,1,1,1,1,1,1,8,8,8,8,8,8,1,1,1,1,1,1,2
2,1,4,5,1,8,1,2,1,1,1,1,2,1,8,1,4,5,1,2
2,1,7,6,1,10,1,1,1,2,2,1,1,1,10,1,7,6,1,2
2,1,1,1,1,1,1,1,11,2,2,9,1,1,1,1,1,1,1,2
2,1,10,10,10,1,11,1,1,4,5,1,1,9,1,10,10,10,1,2
2,1,8,8,8,1,2,2,1,7,6,1,2,2,1,8,8,8,1,2
2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2
7,3,3,3,3,3,10,10,3,3,3,3,10,10,3,3,3,3,3,6
