4,3,3,3,3,8,3,3,3,8,3,3,3,3,8,3,3,3,3,5
2,0,0,0,0,2,0,0,0,12,0,0,0,0,2,0,0,0,0,2
2,0,4,5,0,2,0,14,0,0,0,4,5,0,2,0,4,5,0,2
2,0,11,9,0,0,0,7,15,0,0,7,6,0,7,0,0,0,0,2
2,0,7,6,0,2,0,0,0,0,0,0,0,0,0,0,7,6,0,2
2,0,0,0,0,0,0,0,13,5,0,2,0,0,14,0,0,0,0,2
11,3,3,0,3,3,5,0,0,0,0,2,0,13,9,0,0,4,8,9
2,0,0,0,0,0,2,0,4,6,0,12,0,0,11,15,0,7,10,9
2,0,13,3,5,0,12,0,2,0,0,0,0,4,6,0,0,0,0,2
2,0,0,0,2,0,0,0,12,0,13,5,0,12,0,0,4,5,0,2
11,3,3,0,7,0,5,0,0,0,0,2,0,0,0,4,6,2,0,2
2,0,0,0,0,0,2,0,0,14,0,2,0,14,0,0,0,0,0,2
2,0,2,0,2,0,7,15,0,2,0,12,0,2,0,7,3,6,0,2
2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2
7,3,3,3,10,3,3,3,3,10,3,3,3,10,3,3,3,3,3,6
