4,3,3,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,5
2,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,2
2,0,10,10,10,0,2,2,0,4,5,0,2,2,0,10,10,10,0,2
2,0,8,8,8,0,11,0,0,7,6,0,0,9,0,8,8,8,0,2
2,0,0,0,0,0,0,0,11,2,2,9,0,0,0,0,0,0,0,2
2,0,4,5,0,8,0,0,0,0,0,0,0,0,8,0,4,5,0,2
2,0,7,6,0,10,0,10,10,10,10,10,10,0,10,0,7,6,0,2
2,0,0,0,0,0,0,8,8,8,8,8,8,0,0,0,0,0,0,2
2,0,4,5,0,8,0,2,0,0,0,0,2,0,8,0,4,5,0,2
2,0,7,6,0,10,0,0,0,2,2,0,0,0,10,0,7,6,0,2
2,0,0,0,0,0,0,0,11,2,2,9,0,0,0,0,0,0,0,2
2,0,10,10,10,0,11,0,0,4,5,0,0,9,0,10,10,10,0,2
2,0,8,8,8,0,2,2,0,7,6,0,2,2,0,8,8,8,0,2
2,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,2
7,3,3,3,3,3,10,10,3,3,3,3,10,10,3,3,3,3,3,6
