4,3,3,3,8,3,3,3,8,3,3,3,8,3,3,3,8,8,8,5
2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,11,10,10,9
2,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,9
2,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,2
11,3,1,3,1,8,1,8,1,3,1,8,1,8,1,3,1,3,1,2
2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2
2,1,4,5,1,1,1,1,1,4,5,1,1,1,1,1,2,2,1,2
2,1,11,9,1,2,3,2,1,2,8,1,3,2,3,1,11,9,1,2
2,1,2,2,1,1,1,1,1,7,6,1,1,1,1,1,2,2,1,2
2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2
11,3,1,3,1,10,1,10,1,3,1,3,1,10,1,3,1,3,1,2
2,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,2
2,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,9
2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,11,8,8,9
7,3,3,3,10,3,3,3,10,3,3,3,10,3,3,3,10,10,10,6
