3,2,2,2,2,2,7,7,2,2,2,2,7,7,2,2,2,2,2,4
1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
1,0,9,9,9,0,1,1,0,3,4,0,1,1,0,9,9,9,0,1
1,0,7,7,7,0,10,0,0,6,5,0,0,8,0,7,7,7,0,1
1,0,0,0,0,0,0,0,10,1,1,8,0,0,0,0,0,0,0,1
1,0,3,4,0,7,0,0,0,0,0,0,0,0,7,0,3,4,0,1
1,0,6,5,0,9,0,9,9,9,9,9,9,0,9,0,6,5,0,1
1,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,1
1,0,3,4,0,7,0,1,0,0,0,0,1,0,7,0,3,4,0,1
1,0,6,5,0,9,0,0,0,1,1,0,0,0,9,0,6,5,0,1
1,0,0,0,0,0,0,0,10,1,1,8,0,0,0,0,0,0,0,1
1,0,9,9,9,0,10,0,0,3,4,0,0,8,0,9,9,9,0,1
1,0,7,7,7,0,1,1,0,6,5,0,1,1,0,7,7,7,0,1
1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
6,2,2,2,2,2,9,9,2,2,2,2,9,9,2,2,2,2,2,5
