3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,4,0,3,4,0,3,7,7,4,0,3,4,0,3,4,0,1
1,0,6,5,0,6,5,0,6,9,9,5,0,6,5,0,6,5,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
10,2,0,0,0,1,0,3,0,9,9,0,4,0,1,0,0,0,2,8
1,0,0,9,0,1,0,0,0,0,0,0,1,0,1,0,9,0,0,1
1,0,8,2,0,0,0,1,0,2,2,0,1,0,0,0,2,10,0,1
1,0,0,7,0,1,0,1,0,0,0,0,0,0,1,0,7,0,0,1
10,2,0,0,0,1,0,6,0,7,7,0,5,0,1,0,0,0,2,8
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1,0,3,4,0,3,4,0,3,7,7,4,0,3,4,0,3,4,0,1
1,0,6,5,0,6,5,0,6,9,9,5,0,6,5,0,6,5,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
