4,8,3,3,8,3,8,8,3,8,3,8,3,8,3,8,3,8,3,5
11,9,1,1,1,1,11,9,1,1,1,2,1,1,1,2,1,1,1,2
11,9,1,1,2,1,7,6,1,2,1,1,1,2,1,1,1,4,1,9
11,10,3,1,2,1,1,1,1,2,1,9,1,9,1,2,1,1,1,2
2,1,1,1,7,5,1,4,1,1,1,7,1,1,1,1,1,11,1,9
11,1,2,1,1,1,1,2,1,11,1,1,7,5,1,11,3,9,1,2
2,1,7,3,1,3,1,1,1,1,10,1,1,6,1,2,1,1,1,9
11,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,2,1,2
2,1,4,1,2,1,4,6,2,1,1,4,3,1,3,1,3,6,1,9
11,1,1,1,2,1,1,1,2,1,3,6,1,1,1,1,1,1,1,2
11,3,6,1,11,8,6,1,2,1,1,1,1,3,3,10,1,1,3,9
2,1,1,1,1,2,1,1,1,1,4,5,1,1,1,1,1,1,1,2
11,1,2,1,3,10,3,1,2,1,7,1,1,2,1,2,1,2,1,2
2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2
7,3,10,3,3,10,3,3,10,3,10,10,3,10,3,10,3,10,3,6
