4,24,3,24,3,3,3,3,3,8,8,8,8,3,3,3,3,3,3,5
27,32,0,12,0,0,0,0,0,11,16,16,9,0,0,0,0,0,0,2
2,0,0,0,0,0,14,0,0,12,0,0,2,0,4,5,0,2,0,2
27,0,21,0,29,19,16,15,0,0,0,0,12,0,7,6,0,0,0,2
2,0,18,0,0,4,6,0,0,14,0,0,0,0,0,0,0,13,3,9
2,0,23,15,0,2,0,0,4,10,0,13,3,3,3,15,0,0,0,2
2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,14,0,2
11,3,0,3,0,6,0,4,6,0,14,0,4,5,0,4,3,6,0,2
2,0,0,0,0,0,0,0,0,0,2,0,11,9,0,0,0,0,0,2
2,0,13,3,3,15,0,2,0,4,6,0,7,9,0,2,0,0,4,9
2,0,0,0,0,0,0,2,0,0,0,0,0,12,0,12,0,13,10,9
11,8,0,3,3,0,3,9,0,2,0,14,0,0,0,0,0,0,0,2
11,16,0,0,0,0,0,2,0,7,0,16,15,0,4,5,0,3,0,2
11,16,16,0,14,0,0,0,0,0,0,2,0,0,11,9,0,0,0,2
7,10,10,3,10,3,3,10,3,3,3,10,3,3,10,10,3,3,3,6
