4,3,3,3,3,3,3,3,3,8,8,3,3,3,3,3,3,3,3,5
2,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,1,1,2
2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2
2,1,2,1,7,3,1,7,5,1,1,4,6,1,3,6,1,2,1,2
2,1,2,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,2
2,1,7,3,3,3,1,2,1,1,1,1,2,1,3,3,3,6,1,2
2,1,1,1,1,1,1,2,1,3,3,1,2,1,1,1,1,1,1,2
2,1,3,3,1,3,1,1,1,1,1,1,1,1,3,1,3,3,1,2
2,1,1,1,1,1,1,2,1,3,3,1,2,1,1,1,1,1,1,2
2,1,4,3,3,3,1,2,1,1,1,1,2,1,3,3,3,5,1,2
2,1,2,1,1,1,1,1,11,1,1,9,1,1,1,1,1,2,1,2
2,1,2,1,4,3,1,11,1,1,1,1,9,1,3,5,1,2,1,2
2,1,2,1,2,1,1,1,1,10,10,1,1,1,1,2,1,2,1,2
2,1,1,1,1,1,4,5,1,1,1,1,4,5,1,1,1,1,1,2
7,3,3,3,3,3,10,10,3,3,3,3,10,10,3,3,3,3,3,6
