4,3,3,3,3,24,3,3,3,24,3,8,3,3,3,8,3,3,3,5
2,0,0,0,0,18,0,0,0,0,0,2,0,0,0,12,0,0,0,2
2,0,20,21,0,23,21,0,0,18,0,12,0,14,0,0,0,3,0,9
2,0,23,22,0,0,0,0,19,22,0,0,0,2,0,14,0,0,0,2
2,0,0,0,0,23,21,0,0,0,0,14,0,12,0,7,3,15,0,2
2,0,20,19,0,20,22,0,4,0,3,9,0,0,0,0,0,0,0,2
27,0,9,0,0,0,0,0,2,0,0,0,0,14,4,3,0,18,0,2
2,0,0,0,0,14,0,4,6,0,4,6,0,7,6,0,0,32,0,2
11,3,0,3,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,7,5,0,0,0,13,3,3,3,0,5,0,2
2,0,4,5,0,14,0,0,2,0,2,0,0,0,0,0,0,2,0,2
2,0,11,6,0,7,8,0,7,0,6,0,4,0,8,5,0,2,0,2
2,0,12,0,0,0,2,0,0,0,0,0,2,0,7,9,0,12,0,2
2,0,0,0,14,0,0,0,14,0,4,3,9,0,0,0,0,0,0,2
7,3,3,3,10,3,10,3,10,3,10,10,10,3,3,3,3,3,3,6
