4,3,3,3,3,3,3,3,8,8,8,8,3,3,3,3,3,3,3,5
2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2
2,1,3,3,3,3,3,1,1,2,2,1,1,3,3,3,3,3,1,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,1,1,4,3,5,1,1,1,1,1,1,1,1,4,3,5,1,1,2
2,3,3,9,3,2,1,3,3,2,2,3,3,1,2,3,11,3,3,2
2,1,1,7,3,6,1,1,4,2,2,5,1,1,7,3,6,1,1,2
2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2
2,1,1,1,1,1,3,1,2,1,1,2,1,3,1,1,1,1,1,2
2,1,3,1,3,1,1,1,7,10,10,6,1,1,1,3,1,3,1,2
2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2
2,3,1,3,1,1,3,3,3,3,3,3,3,3,1,1,3,1,3,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,1,1,3,1,1,1,1,3,3,3,3,1,1,1,1,3,1,1,2
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6
